,NOC,Year,duration,event,total_appearances,total_athletes,unique_events,unique_sports,athletes_per_games,events_per_games,last_HHI,last_athletes_count,last_unique_events,last_unique_sports,last_female_ratio,last_veteran_ratio,athlete_growth_rate,event_growth_rate,historical_events_per_athlete,athlete_per_event
353,BEN,2004,8,0,7,38,26,6,5.428571428571429,3.7142857142857144,0.25,4,4,3,0.25,0.5,0.7241071428571426,0.7833800186741365,1.236842105263158,1.0
354,BEN,2008,9,0,8,42,28,7,5.25,3.5,0.25,4,4,2,0.5,0.0,0.6206632653061224,0.6714685874349741,1.2142857142857142,1.0
355,BEN,2012,10,0,9,44,30,7,4.888888888888889,3.3333333333333335,0.20000000000000004,5,5,3,0.4,0.6,0.5743303571428571,0.6187850140056023,1.2272727272727273,1.0
356,BEN,2016,11,0,10,48,32,7,4.8,3.2,0.20000000000000004,5,5,4,0.2,0.2,0.510515873015873,0.5500311235605353,1.2083333333333333,1.0
357,BEN,2020,12,0,11,54,35,8,4.909090909090909,3.1818181818181817,0.16666666666666669,6,6,4,0.3333333333333333,0.0,0.4794642857142857,0.5150280112044818,1.1851851851851851,1.0
358,BEN,2024,13,0,12,59,42,9,4.916666666666667,3.5,0.14285714285714285,7,7,4,0.42857142857142855,0.2857142857142857,0.4510281385281385,0.48335879806468046,1.2033898305084745,1.0
359,GBR,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
360,GHA,1952,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
361,GHA,1960,2,1,1,7,5,1,7.0,5.0,0.2839506172839506,7,5,1,0.0,0.0,0.0,0.0,1.2857142857142858,1.4
362,SOM,1972,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
363,SOM,1984,3,0,1,3,4,1,3.0,4.0,0.25,3,4,1,0.0,0.0,0.0,0.0,1.3333333333333333,0.75
364,SOM,1988,4,0,2,9,7,1,4.5,3.5,0.18518518518518517,7,6,1,0.0,0.14285714285714285,1.3333333333333335,0.5,1.4444444444444444,1.1666666666666667
365,SOM,1996,6,0,3,10,7,1,3.3333333333333335,2.3333333333333335,0.28,5,4,1,0.0,0.8,0.523809523809524,0.08333333333333331,1.6,1.25
366,SOM,2000,7,0,4,12,7,1,3.0,1.75,0.25,4,4,1,0.0,0.5,0.28253968253968265,0.055555555555555546,1.5,1.0
367,SOM,2004,8,0,5,13,8,1,2.6,1.6,0.5,2,2,1,0.5,0.5,0.08690476190476198,-0.08333333333333334,1.5384615384615385,1.0
368,SOM,2008,9,0,6,15,9,1,2.5,1.5,0.5,2,2,1,0.5,0.0,0.06952380952380958,-0.06666666666666668,1.4666666666666666,1.0
369,SOM,2012,10,0,7,17,10,1,2.4285714285714284,1.4285714285714286,0.5,2,2,1,0.5,0.0,0.05793650793650799,-0.05555555555555556,1.411764705882353,1.0
370,SOM,2016,11,0,8,19,10,1,2.375,1.25,0.5,2,2,1,0.5,0.0,0.04965986394557826,-0.04761904761904762,1.368421052631579,1.0
371,SOM,2020,12,0,9,20,10,1,2.2222222222222223,1.1111111111111112,0.5,2,2,1,0.5,0.5,0.04345238095238098,-0.04166666666666667,1.4,1.0
372,SOM,2024,13,0,10,22,12,2,2.2,1.2,0.5,2,2,2,0.5,0.0,0.038624338624338644,-0.03703703703703704,1.3636363636363635,1.0
373,NIG,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
374,NIG,1968,1,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
375,NIG,1972,2,1,2,2,3,1,1.0,1.5,0.5,2,2,1,0.0,0.5,1.0,1.0,1.5,1.0
376,MLI,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
377,MLI,1968,1,0,1,2,2,1,2.0,2.0,0.5,2,2,1,0.0,0.0,0.0,0.0,1.0,1.0
378,MLI,1972,2,0,2,4,4,2,2.0,2.0,0.5,2,2,2,0.0,0.0,0.0,0.0,1.0,1.0
379,MLI,1980,4,0,3,6,6,3,2.0,2.0,0.3333333333333333,3,3,2,0.0,0.3333333333333333,0.25,0.25,1.0,1.0
380,MLI,1984,5,0,4,12,11,3,3.0,2.75,0.14285714285714285,7,7,3,0.14285714285714285,0.14285714285714285,0.6111111111111112,0.6111111111111112,1.0,1.0
381,MLI,1988,6,0,5,15,15,3,3.0,3.0,0.20000000000000004,4,5,3,0.0,0.25,0.3511904761904762,0.386904761904762,1.1333333333333333,0.8
382,MLI,1992,7,0,6,21,19,3,3.5,3.1666666666666665,0.125,6,8,3,0.25,0.0,0.380952380952381,0.4295238095238096,1.1904761904761905,0.75
383,MLI,1996,8,0,7,25,20,3,3.5714285714285716,2.857142857142857,0.16666666666666669,5,6,2,0.3333333333333333,0.2,0.2896825396825397,0.3162698412698413,1.16,0.8333333333333334
384,MLI,2000,9,0,8,27,22,3,3.375,2.75,0.25,3,4,1,0.5,0.3333333333333333,0.19115646258503402,0.22346938775510208,1.1481481481481481,0.75
385,MLI,2004,10,0,9,32,24,4,3.5555555555555554,2.6666666666666665,0.20000000000000004,5,5,3,0.4,0.0,0.2505952380952381,0.2267857142857143,1.125,1.0
386,MLI,2008,11,0,10,51,26,5,5.1,2.6,0.5918367346938777,21,6,4,0.09523809523809523,0.09523809523809523,0.5783068783068783,0.2238095238095238,1.0980392156862746,3.5
387,MLI,2012,12,0,11,65,28,7,5.909090909090909,2.5454545454545454,0.5155709342560557,17,6,4,0.8235294117647058,0.17647058823529413,0.5014285714285714,0.20142857142857143,1.0769230769230769,2.8333333333333335
388,MLI,2016,13,0,12,70,31,7,5.833333333333333,2.5833333333333335,0.16666666666666669,6,6,4,0.3333333333333333,0.16666666666666666,0.39702062643239117,0.18311688311688312,1.0714285714285714,1.0
389,MLI,2020,14,0,13,75,33,7,5.769230769230769,2.5384615384615383,0.16666666666666669,6,6,4,0.3333333333333333,0.16666666666666666,0.3639355742296919,0.16785714285714284,1.0666666666666667,1.0
390,MLI,2024,15,0,14,79,37,7,5.642857142857143,2.642857142857143,0.25,4,4,3,0.25,0.0,0.31029950441715154,0.1293040293040293,1.0632911392405062,1.0
391,AFG,1936,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
392,AFG,1948,3,0,1,15,4,2,15.0,4.0,0.671875,15,4,2,0.0,0.0,0.0,0.0,1.0666666666666667,3.75
393,AFG,1956,5,0,2,37,5,3,18.5,2.5,0.5072000000000001,22,2,2,0.0,0.0,0.46666666666666656,-0.5,1.027027027027027,11.0
394,AFG,1960,6,0,3,43,5,3,14.333333333333334,1.6666666666666667,1.0,12,1,1,0.0,0.5,0.006060606060605989,-0.5,1.0232558139534884,12.0
395,AFG,1964,7,0,4,55,17,4,13.75,4.25,0.109375,12,13,2,0.0,0.0,0.004040404040403993,3.6666666666666665,1.0909090909090908,0.9230769230769231
396,AFG,1968,8,0,5,62,21,4,12.4,4.2,0.125,8,8,1,0.0,0.125,-0.08030303030303035,2.6538461538461537,1.0806451612903225,1.0
397,AFG,1972,9,0,6,66,21,4,11.0,3.5,0.20000000000000004,5,5,1,0.0,0.2,-0.13924242424242428,2.048076923076923,1.0757575757575757,1.0
398,AFG,1980,11,0,7,69,21,4,9.857142857142858,3.0,0.125,8,8,1,0.0,0.625,-0.016035353535353552,1.806730769230769,1.1159420289855073,1.0
399,AFG,1988,13,0,8,80,25,5,10.0,3.125,0.09090909090909091,11,11,2,0.0,0.0,0.039826839826839815,1.602197802197802,1.1,1.0
400,AFG,1996,15,0,9,85,25,5,9.444444444444445,2.7777777777777777,0.20000000000000004,5,5,1,0.0,0.0,-0.03333333333333334,1.3337412587412587,1.0941176470588236,1.0
401,AFG,2004,17,0,10,87,26,5,8.7,2.6,0.5,2,2,1,0.0,0.0,-0.0962962962962963,1.118881118881119,1.0919540229885059,1.0
402,AFG,2008,18,1,11,92,29,6,8.363636363636363,2.6363636363636362,0.20000000000000004,5,5,4,0.4,0.0,0.06333333333333332,1.156993006993007,1.0869565217391304,1.0
403,POL,1912,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
404,POL,1924,3,1,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
405,CRC,1936,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
406,CRC,1964,7,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
407,CRC,1968,8,0,2,3,2,2,1.5,1.0,1.0,2,1,1,0.0,0.0,1.0,0.0,1.0,2.0
408,CRC,1972,9,0,3,21,20,8,7.0,6.666666666666667,0.07818930041152262,18,18,6,0.1111111111111111,0.0,4.5,8.5,1.4285714285714286,1.0
409,CRC,1976,10,0,4,22,21,8,5.5,5.25,0.25,3,4,3,0.0,0.6666666666666666,2.722222222222222,5.407407407407407,1.4090909090909092,0.75
410,CRC,1980,11,0,5,26,27,9,5.2,5.4,0.12000000000000002,5,9,4,0.5,0.2,2.208333333333333,4.368055555555555,1.5,0.5555555555555556
411,CRC,1984,12,0,6,52,37,10,8.666666666666666,6.166666666666667,0.20818115412710012,29,18,5,0.10810810810810811,0.10344827586206896,2.7266666666666666,3.694444444444444,1.3653846153846154,1.6111111111111112
412,CRC,1988,13,1,7,72,44,10,10.285714285714286,6.285714285714286,0.296875,28,16,5,0.03125,0.2857142857142857,2.2664750957854403,3.060185185185185,1.3472222222222223,1.75
413,PAN,1928,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
414,PAN,1948,5,1,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
415,GEO,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
416,SLO,1992,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
417,GUY,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
418,GUY,1952,1,0,1,4,7,3,4.0,7.0,0.14285714285714285,4,7,3,0.0,0.0,0.0,0.0,1.75,0.5714285714285714
419,GUY,1956,2,0,2,5,8,3,2.5,4.0,1.0,1,1,1,0.0,0.0,-0.75,-0.8571428571428572,1.6,1.0
420,GUY,1960,3,0,3,9,12,3,3.0,4.0,0.16666666666666669,4,6,2,0.3333333333333333,0.0,1.125,2.071428571428571,1.5555555555555556,0.6666666666666666
421,GUY,1964,4,0,4,14,17,4,3.5,4.25,0.16666666666666669,5,6,2,0.16666666666666666,0.0,0.8333333333333334,1.3809523809523807,1.4285714285714286,0.8333333333333334
422,GUY,1968,5,0,5,15,17,4,3.0,3.4,1.0,1,1,1,0.0,0.0,0.425,0.8273809523809522,1.4,1.0
423,GUY,1972,6,0,6,20,20,4,3.3333333333333335,3.3333333333333335,0.16666666666666669,5,6,4,0.0,0.0,1.1400000000000001,1.6619047619047618,1.35,0.8333333333333334
424,GUY,1980,8,1,7,23,22,4,3.2857142857142856,3.142857142857143,0.25,3,4,2,0.0,0.0,0.8833333333333333,1.3293650793650793,1.3478260869565217,0.75
425,NZL,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
426,NZL,1920,5,1,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
427,POR,1912,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
428,POR,1920,2,0,1,6,8,3,6.0,8.0,0.125,6,8,3,0.0,0.0,0.0,0.0,1.3333333333333333,0.75
429,POR,1924,3,1,2,18,14,4,9.0,7.0,0.14875,13,7,2,0.0,0.07692307692307693,1.1666666666666665,-0.125,2.611111111111111,1.8571428571428572
430,PAR,1968,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
431,PAR,1972,1,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
432,PAR,1976,2,0,2,4,4,3,2.0,2.0,0.3333333333333333,3,3,2,0.0,0.0,2.0,2.0,1.0,1.0
433,PAR,1984,4,0,3,7,10,4,2.3333333333333335,3.3333333333333335,0.16666666666666669,4,6,4,0.0,0.25,1.1666666666666665,1.5,1.4285714285714286,0.6666666666666666
434,PAR,1988,5,0,4,21,25,6,5.25,6.25,0.07407407407407407,14,15,4,0.0,0.0,1.611111111111111,1.5,1.3333333333333333,0.9333333333333333
435,PAR,1992,6,0,5,30,31,7,6.0,6.2,0.10059171597633138,10,11,5,0.0,0.1,1.1369047619047619,1.0583333333333333,1.3333333333333333,0.9090909090909091
436,PAR,1996,7,0,6,55,38,8,9.166666666666666,6.333333333333333,0.3215400624349635,27,12,6,0.0967741935483871,0.07407407407407407,1.2495238095238095,0.8648484848484849,1.2545454545454546,2.25
437,PAR,2000,8,0,7,61,42,9,8.714285714285714,6.0,0.14285714285714285,7,7,5,0.14285714285714285,0.14285714285714285,0.9178130511463846,0.6512626262626263,1.2295081967213115,1.0
438,PAR,2004,9,1,8,64,46,9,8.0,5.75,0.20000000000000004,5,5,3,0.6,0.4,0.7458805744520031,0.517408781694496,1.234375,1.0
439,ANG,1980,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
440,ANG,1988,2,0,1,11,14,3,11.0,14.0,0.10034602076124566,11,14,3,0.11764705882352941,0.0,0.0,0.0,1.5454545454545454,0.7857142857142857
441,ANG,1992,3,0,2,35,33,4,17.5,16.5,0.04132231404958677,24,27,4,0.3333333333333333,0.0,1.1818181818181817,0.9285714285714286,1.4285714285714286,0.8888888888888888
442,ANG,1996,4,0,3,57,39,6,19.0,13.0,0.15335169880624422,28,21,6,0.18181818181818182,0.21428571428571427,0.6742424242424242,0.3531746031746032,1.2982456140350878,1.3333333333333333
443,ANG,2000,5,0,4,74,43,8,18.5,10.75,0.32888888888888884,28,8,5,0.5666666666666667,0.39285714285714285,0.44949494949494945,0.02910052910052911,1.2567567567567568,3.5
444,ANG,2004,6,0,5,90,44,8,18.0,8.8,0.35333333333333344,30,7,5,0.5,0.4666666666666667,0.35497835497835495,-0.009424603174603169,1.2222222222222223,4.285714285714286
445,ANG,2008,7,0,6,107,45,8,17.833333333333332,7.5,0.4133333333333334,30,5,5,0.5333333333333333,0.43333333333333335,0.28398268398268395,-0.06468253968253967,1.1869158878504673,6.0
446,ANG,2012,8,0,7,124,48,10,17.714285714285715,6.857142857142857,0.32047750229568417,32,8,6,0.45454545454545453,0.46875,0.24776334776334774,0.04609788359788362,1.1693548387096775,4.0
447,ANG,2016,9,0,8,148,52,10,18.5,6.5,0.286530612244898,33,10,6,0.8285714285714286,0.2727272727272727,0.21683286951144093,0.07522675736961452,1.1554054054054055,3.3
448,ANG,2020,10,0,9,163,53,11,18.11111111111111,5.888888888888889,0.35502958579881644,26,10,7,0.6923076923076923,0.4230769230769231,0.1632136093073593,0.06582341269841271,1.1411042944785277,2.6
449,ANG,2024,11,0,10,175,59,11,17.5,5.9,0.5099999999999998,20,6,5,0.8,0.4,0.11943773818773816,0.01406525573192241,1.177142857142857,3.3333333333333335
450,VEN,1932,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
451,VEN,1948,4,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
452,VEN,1952,5,1,2,2,3,2,1.0,1.5,0.5,1,2,1,0.0,0.0,0.0,1.0,1.5,0.5
453,COL,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
454,COL,1932,8,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
455,COL,1936,9,0,2,3,3,3,1.5,1.5,0.5,2,2,2,0.0,0.0,1.0,1.0,1.0,1.0
456,COL,1948,12,0,3,8,8,3,2.6666666666666665,2.6666666666666665,0.22222222222222227,5,5,1,0.0,0.0,1.25,1.25,1.125,1.0
457,COL,1956,14,0,4,14,14,5,3.5,3.5,0.17355371900826447,6,6,3,0.0,0.0,0.9,0.9,1.4285714285714286,1.0
458,COL,1960,15,0,5,38,32,8,7.6,6.4,0.06201901312811226,26,23,6,0.0,0.07692307692307693,1.5083333333333333,1.3833333333333333,1.6842105263157894,1.1304347826086956
459,COL,1964,16,0,6,49,35,9,8.166666666666666,5.833333333333333,0.10396975425330815,16,13,5,0.0,0.3125,1.1297435897435897,1.019710144927536,1.6326530612244898,1.2307692307692308
460,COL,1968,17,0,7,66,39,9,9.428571428571429,5.571428571428571,0.07375000000000001,20,19,6,0.0,0.15,0.9831196581196581,0.9266815310293571,1.696969696969697,1.0526315789473684
461,COL,1972,18,1,8,102,57,10,12.75,7.125,0.08408163265306123,43,33,5,0.2,0.16279069767441862,1.006959706959707,0.8995616130627573,1.7156862745098038,1.303030303030303
462,FRG,1968,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
463,BAN,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
464,BAN,1988,1,0,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
465,BAN,1992,2,0,2,7,8,2,3.5,4.0,0.19008264462809918,6,8,2,0.0,0.0,5.0,3.0,1.8571428571428572,0.75
466,BAN,1996,3,0,3,11,10,3,3.6666666666666665,3.3333333333333335,0.25925925925925924,6,6,3,0.1111111111111111,0.3333333333333333,2.5,1.375,1.8181818181818181,1.0
467,BAN,2000,4,0,4,15,12,3,3.75,3.0,0.25,4,4,3,0.25,0.0,1.5555555555555556,0.8055555555555555,1.6,1.0
468,BAN,2004,5,0,5,19,15,3,3.8,3.0,0.16666666666666669,5,6,3,0.6666666666666666,0.2,1.2291666666666667,0.7291666666666666,1.5263157894736843,0.8333333333333334
469,BAN,2008,6,0,6,22,17,3,3.6666666666666665,2.8333333333333335,0.25,4,4,3,0.25,0.25,0.9433333333333334,0.5166666666666666,1.5,1.0
470,BAN,2012,7,0,7,26,18,3,3.7142857142857144,2.5714285714285716,0.20000000000000004,5,5,3,0.4,0.2,0.8277777777777778,0.47222222222222215,1.4230769230769231,1.0
471,BAN,2016,8,0,8,31,22,5,3.875,2.75,0.14285714285714285,5,7,5,0.14285714285714285,0.0,0.7095238095238096,0.4619047619047619,1.4193548387096775,0.7142857142857143
472,BAN,2020,9,0,9,36,24,6,4.0,2.6666666666666665,0.14285714285714285,6,7,5,0.42857142857142855,0.16666666666666666,0.6458333333333334,0.4041666666666666,1.3888888888888888,0.8571428571428571
473,BAN,2024,10,0,10,42,31,6,4.2,3.1,0.15625,6,7,4,0.375,0.0,0.5740740740740741,0.3592592592592592,1.380952380952381,0.8571428571428571
474,PER,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
475,PER,1932,8,0,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
476,PER,1936,9,0,2,3,3,2,1.5,1.5,1.0,2,1,1,0.0,0.0,1.0,-0.5,1.3333333333333333,2.0
477,PER,1948,12,1,3,43,19,10,14.333333333333334,6.333333333333333,0.13516068052930055,40,16,8,0.0,0.0,10.0,7.25,1.1627906976744187,2.5
478,ESA,1932,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
479,ESA,1968,9,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
480,ESA,1972,10,0,2,61,49,8,30.5,24.5,0.04918639053254438,60,48,7,0.25,0.0,59.0,47.0,1.721311475409836,1.25
481,ESA,1984,13,0,3,69,50,8,23.0,16.666666666666668,0.1111111111111111,11,12,2,0.0,0.2727272727272727,29.091666666666665,23.125,1.710144927536232,0.9166666666666666
482,ESA,1988,14,0,4,79,56,10,19.75,14.0,0.06666666666666667,10,15,5,0.13333333333333333,0.0,19.36414141414141,15.5,1.6835443037974684,0.6666666666666666
483,ESA,1992,15,0,5,82,61,11,16.4,12.2,0.14285714285714285,6,7,4,0.14285714285714285,0.5,14.42310606060606,11.491666666666667,1.6951219512195121,0.8571428571428571
484,ESA,1996,16,0,6,85,64,11,14.166666666666666,10.666666666666666,0.16666666666666669,4,6,3,0.5,0.25,11.47181818181818,9.164761904761905,1.6941176470588235,0.6666666666666666
485,ESA,2000,17,0,7,92,68,11,13.142857142857142,9.714285714285714,0.10000000000000003,8,10,5,0.3,0.125,9.72651515151515,7.7484126984126975,1.6630434782608696,0.8
486,ESA,2004,18,0,8,98,73,12,12.25,9.125,0.10000000000000003,8,10,7,0.5,0.25,8.337012987012987,6.641496598639455,1.6326530612244898,0.8
487,ESA,2008,19,0,9,104,77,12,11.555555555555555,8.555555555555555,0.1111111111111111,7,9,6,0.7777777777777778,0.14285714285714285,7.279261363636364,5.798809523809523,1.625,0.7777777777777778
488,ESA,2012,20,0,10,111,82,14,11.1,8.2,0.07142857142857142,11,14,9,0.7142857142857143,0.36363636363636365,6.533946608946609,5.216225749559083,1.6036036036036037,0.7857142857142857
489,ESA,2016,21,0,11,119,85,14,10.818181818181818,7.7272727272727275,0.09090909090909091,10,11,7,0.5454545454545454,0.2,5.871461038961039,4.673174603174603,1.5714285714285714,0.9090909090909091
490,ESA,2020,22,0,12,126,86,14,10.5,7.166666666666667,0.10000000000000003,8,10,6,0.3,0.125,5.319510035419126,4.240076085530631,1.5555555555555556,0.8
491,ESA,2024,23,0,13,131,93,14,10.076923076923077,7.153846153846154,0.14285714285714285,5,7,4,0.42857142857142855,0.0,4.844967532467532,3.8617364117364112,1.549618320610687,0.7142857142857143
492,PUR,1948,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
493,UGA,1956,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
494,UGA,1960,1,0,1,3,5,1,3.0,5.0,0.20000000000000004,3,5,1,0.0,0.0,0.0,0.0,1.6666666666666667,0.6
495,UGA,1964,2,0,2,13,14,2,6.5,7.0,0.125,10,11,2,0.0,0.0,2.3333333333333335,1.2000000000000002,1.6153846153846154,0.9090909090909091
496,UGA,1968,3,1,3,22,21,2,7.333333333333333,7.0,0.09695290858725761,13,14,2,0.15789473684210525,0.3076923076923077,1.3166666666666669,0.7363636363636364,1.5909090909090908,0.9285714285714286
497,HON,1968,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
498,HON,1976,2,0,1,6,4,1,6.0,4.0,0.2777777777777778,6,4,1,0.0,0.0,0.0,0.0,1.0,1.5
499,HON,1984,4,0,2,9,6,1,4.5,3.0,0.5555555555555556,3,2,1,0.0,0.0,-0.5,-0.5,1.0,1.5
500,HON,1988,5,0,3,18,24,3,6.0,8.0,0.07396449704142011,10,20,3,0.19230769230769232,0.1,0.9166666666666667,4.25,1.8888888888888888,0.5
501,HON,1992,6,0,4,25,33,4,6.25,8.25,0.07407407407407407,8,15,3,0.2777777777777778,0.125,0.5444444444444445,2.75,2.04,0.5333333333333333
502,HON,1996,7,0,5,33,43,6,6.6,8.6,0.04252400548696844,10,25,4,0.48148148148148145,0.2,0.4708333333333334,2.2291666666666665,2.121212121212121,0.4
503,HON,2000,8,0,6,39,49,6,6.5,8.166666666666666,0.14285714285714285,7,7,4,0.42857142857142855,0.14285714285714285,0.3166666666666667,1.639333333333333,1.9743589743589745,1.0
504,HON,2004,9,0,7,59,50,7,8.428571428571429,7.142857142857143,0.7299999999999998,20,4,3,0.1,0.0,0.5734126984126985,1.2946825396825394,1.6440677966101696,5.0
505,HON,2008,10,0,8,64,52,8,8.0,6.5,0.20000000000000004,5,5,4,0.4,0.0,0.3843537414965987,1.1454421768707483,1.59375,1.0
506,HON,2012,11,0,9,89,55,10,9.88888888888889,6.111111111111111,0.544378698224852,25,8,5,0.07692307692307693,0.0,0.8363095238095238,1.0772619047619048,1.4382022471910112,3.125
507,HON,2016,12,0,10,113,60,12,11.3,6.0,0.424,25,10,8,0.12,0.04,0.7433862433862434,0.9853439153439153,1.345132743362832,2.5
508,HON,2020,13,0,11,131,61,12,11.909090909090908,5.545454545454546,0.497164461247637,23,8,7,0.043478260869565216,0.21739130434782608,0.6610476190476191,0.8668095238095239,1.3053435114503817,2.875
509,HON,2024,14,0,12,157,68,12,13.083333333333334,5.666666666666667,0.6250000000000002,27,7,5,0.10714285714285714,0.037037037037037035,0.6167626576322228,0.7766450216450217,1.267515923566879,3.857142857142857
510,ECU,1924,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
511,ECU,1968,11,0,1,3,4,1,3.0,4.0,0.25,3,4,1,0.0,0.0,0.0,0.0,1.3333333333333333,0.75
512,ECU,1972,12,0,2,18,24,6,9.0,12.0,0.06365258774538964,15,21,6,0.04878048780487805,0.0,4.0,4.25,2.5,0.7142857142857143
513,ECU,1976,13,0,3,20,26,6,6.666666666666667,8.666666666666666,0.25,2,4,2,0.0,0.0,1.5666666666666667,1.7202380952380953,2.45,0.5
514,ECU,1980,14,0,4,23,30,8,5.75,7.5,0.125,5,8,4,0.0,0.4,1.5444444444444443,1.4801587301587302,2.4347826086956523,0.625
515,ECU,1984,15,0,5,35,39,8,7.0,7.8,0.109375,12,13,5,0.0625,0.0,1.5083333333333333,1.2663690476190477,2.057142857142857,0.9230769230769231
516,ECU,1988,16,0,6,45,49,11,7.5,8.166666666666666,0.07555555555555556,11,14,6,0.06666666666666667,0.09090909090909091,1.19,1.0284798534798534,1.9111111111111112,0.7857142857142857
517,ECU,1992,17,0,7,55,59,11,7.857142857142857,8.428571428571429,0.06666666666666667,13,15,6,0.26666666666666666,0.23076923076923078,1.021969696969697,0.8689713064713064,1.8,0.8666666666666667
518,ECU,1996,18,1,8,64,65,12,8.0,8.125,0.06666666666666667,13,15,6,0.5333333333333333,0.3076923076923077,0.8759740259740258,0.7448325484039771,1.71875,0.8666666666666667
519,TKM,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
520,TKM,2000,1,0,1,7,7,6,7.0,7.0,0.14285714285714285,7,7,6,0.42857142857142855,0.0,0.0,0.0,1.0,1.0
521,TKM,2004,2,0,2,12,11,7,6.0,5.5,0.125,8,8,6,0.5,0.375,0.1428571428571428,0.1428571428571428,1.0,1.0
522,TKM,2008,3,0,3,17,19,8,5.666666666666667,6.333333333333333,0.10000000000000003,9,10,6,0.3,0.4444444444444444,0.1339285714285714,0.1964285714285714,1.1764705882352942,0.9
523,TKM,2012,4,0,4,24,24,8,6.0,6.0,0.12000000000000002,10,9,6,0.4,0.3,0.1263227513227513,0.0976190476190476,1.125,1.1111111111111112
524,TKM,2016,5,0,5,33,31,8,6.6,6.2,0.10000000000000003,10,10,5,0.3,0.1,0.09474206349206349,0.1009920634920635,1.0909090909090908,1.0
525,TKM,2020,6,1,6,41,38,8,6.833333333333333,6.333333333333333,0.1111111111111111,9,9,5,0.5555555555555556,0.1111111111111111,0.0557936507936508,0.0607936507936508,1.0731707317073171,1.0
